"","blue","green","nir","pixelCount","red","sat","swir1","swir2","date","chl_a","clouds","landsat_id","pwater","COMID","lagoslakeid","lake_lat_decdeg","lake_lon_decdeg","lake_elevation_m","ws_zoneid","hu12_zoneid","Tmean8110Cat","ClayCat","SandCat","OmCat","PermCat","RckdepCat","BFICat","CatAreaSqKm","PctAg2006Slp10Cat","NPDESDensCat","HydrlCondCat","PctImp2006Cat","PctUrbLo2006Cat","PctUrbMd2006Cat","PctUrbHi2006Cat","PctDecid2006Cat","PctConif2006Cat","PctMxFst2006Cat","PctCrop2006Cat","PctWdWet2006Cat","PctHbWet2006Cat","KffactCat","NO3_2008Cat","RunoffCat","WtDepCat","WetIndexCat","geometry","daily_temp","weatherID","number","wind","site_id","mean_temp_14_day","mean_temp_7_day"
"61",331,411,201,137,256,5,81,52,2004-04-26,0.4,5,"LT05_L1TP_033032_20040426_20160913_01_T1",93,224573,361060,40.22868,-104.63896,1463.9,361060,"hu12_63313",10,7,74,0,26,146,55.34196863,149,0.010854424,0,142.4240558,0,1,0,0,0,0,0,37,0,1,0.1,2,21,178,671,"c(-104.6377783, 40.2272217)",12.84375,"nldas_x162_y121",12534,-0.65234375,"120652823",12.0427083333333,12.25
"62",3344,3595,3171,25,3777,7,311,231,2004-01-13,2,1,"LE07_L1TP_033032_20040113_20160926_01_T1",93,224573,361060,40.22868,-104.63896,1463.9,361060,"hu12_63313",10,7,74,0,26,146,55.34196863,149,0.010854424,0,142.4240558,0,1,0,0,0,0,0,37,0,1,0.1,2,21,178,671,"c(-104.638055, 40.238055)",3.53125,"nldas_x162_y121",12430,0.44140625,"120652823",2.29895833333333,2.3564453125
"63",915,927,609,23,732,7,322,259,2003-02-11,0.8,33,"LE07_L1TP_033032_20030211_20160927_01_T1",93,224573,361060,40.22868,-104.63896,1463.9,361060,"hu12_63313",10,7,74,0,26,146,55.34196863,149,0.010854424,0,142.4240558,0,1,0,0,0,0,0,37,0,1,0.1,2,21,178,671,"c(-104.638055, 40.238055)",1.65625,"nldas_x162_y121",12094,0.940429688,"120652823",2.75677083333333,2.09375
"64",370,450,274,65,320,5,154,87,2004-04-26,1.5,5,"LT05_L1TP_033032_20040426_20160913_01_T1",93,224573,361060,40.22868,-104.63896,1463.9,361060,"hu12_63313",10,7,74,0,26,146,55.34196863,149,0.010854424,0,142.4240558,0,1,0,0,0,0,0,37,0,1,0.1,2,21,178,671,"c(-104.638055, 40.238055)",12.84375,"nldas_x162_y121",12534,-0.65234375,"120652823",12.0427083333333,12.25
"65",292,337,107,73,172,8,56,40,2014-08-12,0.73,0.25,"LC08_L1TP_033032_20140812_20170304_01_T1",95,11816,359517,40.33524,-105.21786,1756.5,359517,"hu12_63436",9,21,43,1,5,73,62.9623231,10,0,0,0.134383814,7,1,0,0,0,36,0,0,0,0,0.2,3,48,183,1212,"c(-105.213217, 40.323942)",22.609375,"nldas_x158_y122",16294,0.694335938,"120819486",22.0875,22.287109375
"66",625,733,486,1,493,8,390,318,2013-08-25,0.59,10.01,"LC08_L1TP_033032_20130825_20170309_01_T1",95,11816,359517,40.33524,-105.21786,1756.5,359517,"hu12_63436",9,21,43,1,5,73,62.9623231,10,0,0,0.134383814,7,1,0,0,0,36,0,0,0,0,0.2,3,48,183,1212,"c(-105.213217, 40.323942)",22.1875,"nldas_x158_y122",15942,2.161132813,"120819486",22.1463541666667,22.35546875
"67",252,299,116,73,159,8,72,59,2015-06-28,0.59,5.04,"LC08_L1TP_033032_20150628_20170301_01_T1",95,11816,359517,40.33524,-105.21786,1756.5,359517,"hu12_63436",9,21,43,1,5,73,62.9623231,10,0,0,0.134383814,7,1,0,0,0,36,0,0,0,0,0.2,3,48,183,1212,"c(-105.213217, 40.323942)",22.3046875,"nldas_x158_y122",16614,-0.37109375,"120819486",21.3885416666667,21.7392578125
"68",387,408,292,39,279,7,210,156,2002-05-15,1.3,19,"LE07_L1TP_033032_20020515_20160929_01_T1",95,11816,359517,40.33524,-105.21786,1756.5,359517,"hu12_63436",9,21,43,1,5,73,62.9623231,10,0,0,0.134383814,7,1,0,0,0,36,0,0,0,0,0.2,3,48,183,1212,"c(-105.2119304, 40.324429)",14.46875,"nldas_x158_y122",11822,0.661132813,"120819486",12.5880208333333,13.0537109375
"69",317,319,158,39,221,7,89,93,2000-10-16,1.3,0,"LE07_L1TP_033032_20001016_20161002_01_T1",95,11816,359517,40.33524,-105.21786,1756.5,359517,"hu12_63436",9,21,43,1,5,73,62.9623231,10,0,0,0.134383814,7,1,0,0,0,36,0,0,0,0,0.2,3,48,183,1212,"c(-105.2119304, 40.324429)",12.7578125,"nldas_x158_y122",11246,-0.124023438,"120819486",13.6505208333333,13.125
"70",522,707,148,140,390,5,49,25,1990-09-11,2.5,0,"LT05_L1TP_033032_19900911_20161001_01_T1",96,11816,359517,40.33524,-105.21786,1756.5,359517,"hu12_63436",9,21,43,1,5,73,62.9623231,10,0,0,0.134383814,7,1,0,0,0,36,0,0,0,0,0.2,3,48,183,1212,"c(-105.2180556, 40.325)",21.6875,"nldas_x158_y122",7558,-0.010742188,"120819486",22.2536458333333,22.1298828125
"71",260,378,181,137,240,5,46,24,1990-09-11,13.7,0,"LT05_L1TP_033032_19900911_20161001_01_T1",97,16000330,360271,40.33729,-105.12637,1564.1,360271,"hu12_63443",10,26,25,1,4,97,60.17273299,10,0,0,0.066528418,1,1,0,0,0,0,0,1,1,3,0.3,3,48,145,728,"c(-105.1236111, 40.3402778)",22.0625,"nldas_x158_y122",7558,-0.010742188,"120819565",22.4947916666667,22.3916015625
"72",264,320,135,83,199,8,61,42,2014-08-12,3.55,0.25,"LC08_L1TP_033032_20140812_20170304_01_T1",96,16000330,360271,40.33729,-105.12637,1564.1,360271,"hu12_63443",10,26,25,1,4,97,60.17273299,10,0,0,0.066528418,1,1,0,0,0,0,0,1,1,3,0.3,3,48,145,728,"c(-105.120558, 40.34433)",22.8515625,"nldas_x158_y122",16294,0.694335938,"120819565",22.4786458333333,22.6513671875
"73",241,277,146,19,216,8,96,76,2014-08-12,2.37,0.25,"LC08_L1TP_033032_20140812_20170304_01_T1",94,11776,360073,40.37059,-105.23152,1668.2,360073,"hu12_63441",9,19,45,1,10,69,64.36425206,18,0.142324303,0,0.097789208,0,0,0,0,0,39,0,0,1,0,0.3,3,48,183,296,"c(-105.23041, 40.373868)",22.2578125,"nldas_x158_y122",16294,0.694335938,"120819373",21.7958333333333,22.2685546875
"74",614,857,526,51,646,7,251,194,2013-07-16,13.26,4,"LE07_L1TP_033032_20130716_20160907_01_T1",91,224233,360516,40.39189,-104.07369,1353.5,360516,"hu12_63357",10,22,41,1,7,123,55.63413827,44,0,0,0.508062851,6,0,0,0,0,0,0,13,0,1,0.2,3,21,183,1167,"c(-104.078148, 40.374498)",23.640625,"nldas_x167_y123",15902,3.90234375,"120652496",24.4588541666667,24.935546875
"75",835,1285,487,124,1009,8,362,315,2015-05-11,23.68,11.82,"LC08_L1TP_033032_20150511_20170301_01_T1",91,224233,360516,40.39189,-104.07369,1353.5,360516,"hu12_63357",10,22,41,1,7,123,55.63413827,44,0,0,0.508062851,6,0,0,0,0,0,0,13,0,1,0.2,3,21,183,1167,"c(-104.078148, 40.374498)",12.4609375,"nldas_x167_y123",16566,-0.166015625,"120652496",14.3015625,14.3115234375
"76",463,732,150,50,449,8,64,49,2014-08-12,4.06,0.25,"LC08_L1TP_033032_20140812_20170304_01_T1",84,11728,360010,40.38654,-105.14235,1542.9,360010,"hu12_63443",10,21,41,1,10,78,61.37954966,6,0.370141888,0,0.003281085,2,10,2,0,0,0,0,1,2,4,0.3,3,48,169,758,"c(-105.131645, 40.384783)",22.6015625,"nldas_x158_y123",16294,0.991210938,"120819211",22.265625,22.6328125
"77",427,687,130.5,95,346,8,99,82,2015-05-11,3.16,11.82,"LC08_L1TP_033032_20150511_20170301_01_T1",95,11646,361293,40.43357,-105.03353,1509.6,361293,"hu12_63444",10,29,29,1,5,113,58.72668626,22,0,0,67.83686348,7,13,7,1,0,0,0,16,0,2,0.2,3,48,181,1267,"c(-105.040108, 40.419838)",13.171875,"nldas_x159_y123",16566,0.537109375,"120819144",14.0661458333333,14.509765625
"78",319,409,144,95,235,8,64,42,2014-08-12,3.08,0.25,"LC08_L1TP_033032_20140812_20170304_01_T1",95,11646,361293,40.43357,-105.03353,1509.6,361293,"hu12_63444",10,29,29,1,5,113,58.72668626,22,0,0,67.83686348,7,13,7,1,0,0,0,16,0,2,0.2,3,48,181,1267,"c(-105.040108, 40.419838)",23.46875,"nldas_x159_y123",16294,1.487304688,"120819144",22.9557291666667,23.1259765625
"79",438,666,116.900263,95,301.3333333,8,85.27883609,59.66818675,2013-08-25,1.66,10.01,"LC08_L1TP_033032_20130825_20170309_01_T1",95,11646,361293,40.43357,-105.03353,1509.6,361293,"hu12_63444",10,29,29,1,5,113,58.72668626,22,0,0,67.83686348,7,13,7,1,0,0,0,16,0,2,0.2,3,48,181,1267,"c(-105.040108, 40.419838)",23.0703125,"nldas_x159_y123",15942,2.458984375,"120819144",22.95,23.0791015625
"80",732,998,656,92,907,8,600,518,2015-05-11,7.1,11.82,"LC08_L1TP_033032_20150511_20170301_01_T1",97,3559986,360517,40.42243,-103.36175,1246.7,360517,"hu12_63633",10,7,77,0,28,152,54.10533206,231,0.010130331,0,121.7603969,4,0,0,0,0,0,0,3,0,1,0.1,4,6,183,915,"c(-103.34523, 40.437003)",13.3671875,"nldas_x173_y123",16566,-1.620117188,"126891781",14.6625,14.88671875
"81",473,724,501,92,503,7,148.2721541,129,2017-08-28,143.26,1,"LE07_L1TP_033032_20170828_20170923_01_T1",97,3559986,360517,40.42243,-103.36175,1246.7,360517,"hu12_63633",10,7,77,0,28,152,54.10533206,231,0.010130331,0,121.7603969,4,0,0,0,0,0,0,3,0,1,0.1,4,6,183,915,"c(-103.34523, 40.437003)",24.1171875,"nldas_x173_y123",17406,3.077148438,"126891781",24.2442708333333,24.365234375
"82",290,385,177,23,259,8,72,49,2014-08-12,22.26,0.25,"LC08_L1TP_033032_20140812_20170304_01_T1",75,4053355,360687,40.4847,-104.90106,1461,360687,"hu12_63494",10,19,51,0,7,131,59,1,0,0,164.3247903,2,16,8,1,0,0,0,3,0,0,0.2,3,39,183,1257,"c(-104.905672, 40.489247)",24.109375,"nldas_x160_y123",16294,1.975585938,"128076496",23.4494791666667,23.888671875
"83",461,629,189,124,389,5,77,26,1990-09-11,2.8,0,"LT05_L1TP_033032_19900911_20161001_01_T1",94,2897349,360793,40.55828,-105.15948,1645.2,360793,"hu12_63483",9,21,42,1,8,54,62.82567498,23,0.003964635,0,0.139850304,7,2,0,0,1,13,0,0,0,2,0.2,3,39,183,1010,"c(-105.1486111, 40.525)",21.0703125,"nldas_x158_y124",7558,0.741210938,"128076370",21.9265625,21.70703125
"84",256,281,144,0,195,8,81,62,2014-08-12,3.79,0.25,"LC08_L1TP_033032_20140812_20170304_01_T1",74,2897349,360793,40.55828,-105.15948,1645.2,360793,"hu12_63483",9,21,42,1,8,54,62.82567498,23,0.003964635,0,0.139850304,7,2,0,0,1,13,0,0,0,2,0.2,3,39,183,1010,"c(-105.159835, 40.526073)",22.2890625,"nldas_x158_y124",16294,1.500976563,"128076370",21.4442708333333,21.8779296875
"85",300,288,181.2494428,128,215,5,91,78,1994-10-08,4.7,1,"LT05_L1TP_033032_19941008_20160927_01_T1",95,2897349,360793,40.55828,-105.15948,1645.2,360793,"hu12_63483",9,21,42,1,8,54,62.82567498,23,0.003964635,0,0.139850304,7,2,0,0,1,13,0,0,0,2,0.2,3,39,183,1010,"c(-105.1444258, 40.5297049)",14.1171875,"nldas_x158_y124",9046,-0.067382813,"128076370",16.8255208333333,16.083984375
"86",261,270,146,128,213,5,62,34,1995-10-11,6.7,0,"LT05_L1TP_033032_19951011_20160926_01_T1",95,2897349,360793,40.55828,-105.15948,1645.2,360793,"hu12_63483",9,21,42,1,8,54,62.82567498,23,0.003964635,0,0.139850304,7,2,0,0,1,13,0,0,0,2,0.2,3,39,183,1010,"c(-105.1444258, 40.5297049)",12.8125,"nldas_x158_y124",9414,1.809570313,"128076370",13.34375,12.4462890625
"87",494.4880697,498.1124789,370.5534223,128,410.3606303,5,169.1266466,112,2003-10-01,1.3,9,"LT05_L1TP_033032_20031001_20160914_01_T1",95,2897349,360793,40.55828,-105.15948,1645.2,360793,"hu12_63483",9,21,42,1,8,54,62.82567498,23,0.003964635,0,0.139850304,7,2,0,0,1,13,0,0,0,2,0.2,3,39,183,1010,"c(-105.1444258, 40.5297049)",15.75,"nldas_x158_y124",12326,1.03125,"128076370",16.7114583333333,16.2958984375
"88",281,371,196,33,252,8,81,56,2014-08-12,37.3,0.25,"LC08_L1TP_033032_20140812_20170304_01_T1",93,2897389,360098,40.55286,-105.14294,1585.2,360098,"hu12_63486",9,31,32,1,5,114,62.04954683,1,0,0,0.062005131,0,2,0,0,0,3,0,0,1,1,0.3,3,39,179,463,"c(-105.141342, 40.553803)",22.265625,"nldas_x158_y124",16294,1.500976563,"128076242",21.5625,22.2001953125
"89",417,545,185,137,314,5,47,26,1990-09-11,2.7,0,"LT05_L1TP_033032_19900911_20161001_01_T1",97,2897349,360793,40.55828,-105.15948,1645.2,360793,"hu12_63483",9,21,42,1,8,54,62.82567498,23,0.003964635,0,0.139850304,7,2,0,0,1,13,0,0,0,2,0.2,3,39,183,1010,"c(-105.1541667, 40.5555556)",21.0703125,"nldas_x158_y124",7558,0.741210938,"128076370",21.9265625,21.70703125
"90",481,577,365,15,410,5,222,156,1991-07-12,2.2,10,"LT05_L1TP_033032_19910712_20160929_01_T1",84,2897349,360793,40.55828,-105.15948,1645.2,360793,"hu12_63483",9,21,42,1,8,54,62.82567498,23,0.003964635,0,0.139850304,7,2,0,0,1,13,0,0,0,2,0.2,3,39,183,1010,"c(-105.1688703, 40.5999823)",22.421875,"nldas_x158_y124",7862,0.896484375,"128076370",22.1385416666667,22.3603515625
"91",346,381,276,15,252,5,255,172,1994-10-08,2.1,1,"LT05_L1TP_033032_19941008_20160927_01_T1",84,2897349,360793,40.55828,-105.15948,1645.2,360793,"hu12_63483",9,21,42,1,8,54,62.82567498,23,0.003964635,0,0.139850304,7,2,0,0,1,13,0,0,0,2,0.2,3,39,183,1010,"c(-105.1688703, 40.5999823)",14.1171875,"nldas_x158_y124",9046,-0.067382813,"128076370",16.8255208333333,16.083984375
"92",261,269,146,15,213,5,133,84,1995-10-11,5.8,0,"LT05_L1TP_033032_19951011_20160926_01_T1",84,2897349,360793,40.55828,-105.15948,1645.2,360793,"hu12_63483",9,21,42,1,8,54,62.82567498,23,0.003964635,0,0.139850304,7,2,0,0,1,13,0,0,0,2,0.2,3,39,183,1010,"c(-105.1688703, 40.5999823)",12.8125,"nldas_x158_y124",9414,1.809570313,"128076370",13.34375,12.4462890625
"93",591,738,907,15,719,5,1080,632,2003-10-01,0.7,9,"LT05_L1TP_033032_20031001_20160914_01_T1",84,2897349,360793,40.55828,-105.15948,1645.2,360793,"hu12_63483",9,21,42,1,8,54,62.82567498,23,0.003964635,0,0.139850304,7,2,0,0,1,13,0,0,0,2,0.2,3,39,183,1010,"c(-105.1688703, 40.5999823)",15.75,"nldas_x158_y124",12326,1.03125,"128076370",16.7114583333333,16.2958984375
"94",420,622,157,71,379,8,66,45,2014-08-12,5.6,0.25,"LC08_L1TP_033032_20140812_20170304_01_T1",96,2897137,360355,40.70247,-105.08242,1587.1,360355,"hu12_63485",9,18,50,0,8,130,61.73736177,9,0.009873618,0,41.87999832,6,1,0,0,0,0,0,4,1,4,0.3,3,39,183,1104,"c(-105.086407, 40.703842)",23.4609375,"nldas_x159_y125",16294,1.96875,"128075645",22.6505208333333,23.033203125
"95",338,534,640,75,463,8,656,525,2015-07-14,56.63,8.96,"LC08_L1TP_033032_20150714_20170226_01_T1",97,3554474,360794,40.77126,-103.29965,1243,360794,"hu12_63648",10,22,40,1,6,145,75.74760511,43,0,0,16.93302221,6,0,0,0,0,0,0,16,0,5,0.2,4,6,183,1110,"c(-103.26722, 40.785288)",24.2421875,"nldas_x173_y126",16630,2.434570313,"126891289",23.7697916666667,22.8896484375
"96",422,487,331,52,400,7,160,96,2017-08-28,152.03,1,"LE07_L1TP_033032_20170828_20170923_01_T1",97,3554474,360794,40.77126,-103.29965,1243,360794,"hu12_63648",10,22,40,1,6,145,75.74760511,43,0,0,16.93302221,6,0,0,0,0,0,0,16,0,5,0.2,4,6,183,1110,"c(-103.26722, 40.785288)",23.9765625,"nldas_x173_y126",17406,3.923828125,"126891289",24.1666666666667,24.3203125
"97",428,530.0573334,271,132,389,5,192,129,2001-08-24,8.5,1,"LT05_L1TP_033033_20010824_20160917_01_T1",97,1531545,376378,38.26696,-104.75038,1489.9,376378,"hu12_36672",11,24,25,0,7,117,43.85068072,14,0,0,23.86616504,6,1,0,0,0,0,0,0,0,1,0.1,2,24,176,1160,"c(-104.7824795, 38.2663918)",24.3671875,"nldas_x161_y106",11558,-0.11328125,"127980883",24.6588541666667,24.498046875
"98",428,531,271,137,359,5,167,129,2001-08-24,2.8,1,"LT05_L1TP_033033_20010824_20160917_01_T1",98,1531545,376378,38.26696,-104.75038,1489.9,376378,"hu12_36672",11,24,25,0,7,117,43.85068072,14,0,0,23.86616504,6,1,0,0,0,0,0,0,0,1,0.1,2,24,176,1160,"c(-104.7316446, 38.2672251)",24.3671875,"nldas_x161_y106",11558,-0.11328125,"127980883",24.6588541666667,24.498046875
"99",715,793,591,37,630,7,514,461,2015-05-03,1.69,44,"LE07_L1TP_033033_20150503_20160906_01_T1",74,949013,375983,38.46334,-105.05173,1675,375983,"hu12_81940",11,26,18,0,2,106,44,2,0.047664442,0,0.010514454,6,2,0,0,0,3,0,0,0,3,0.3,2,24,183,931,"c(-105.049368, 38.463335)",17.1171875,"nldas_x159_y107",16558,0.6875,"127980214",13.4947916666667,14.478515625
"100",508,786,140,37,545,8,105,83,2016-10-04,3.04,0.65,"LC08_L1TP_033033_20161004_20170220_01_T1",74,949013,375983,38.46334,-105.05173,1675,375983,"hu12_81940",11,26,18,0,2,106,44,2,0.047664442,0,0.010514454,6,2,0,0,0,3,0,0,0,3,0.3,2,24,183,931,"c(-105.049368, 38.463335)",16.9375,"nldas_x159_y107",17078,-0.278320313,"127980214",19.0515625,18.97265625
"101",573,1067,296,35,850,5,158,88,2007-08-09,1.727,4,"LT05_L1TP_033033_20070809_20160907_01_T1",88,946899,376076,38.79108,-105.10638,3152.3,376076,"hu12_65896",2,8,58,0,29,52,44,1,0,0,0.055109775,8,0,0,0,0,36,0,0,0,0,0.2,5,24,178,732,"c(-105.10643675, 38.7913328288)",13.015625,"nldas_x159_y110",13734,3.330078125,"127979043",13.7166666666667,13.6953125
"102",209,166,146,13,155,7,107,86,2015-07-22,3.72,12,"LE07_L1TP_033033_20150722_20160902_01_T1",93,5241028,361055,38.94336,-105.54245,2610.8,361055,"hu12_63216",4,18,51,1,11,97,62.91302797,50,0,0,22.22590251,6,0,0,0,0,14,0,0,1,1,0.2,2,46,182,1017,"c(-105.480537, 38.907982)",19.1640625,"nldas_x155_y111",16638,0.145507813,"127819642",18.7338541666667,18.9208984375
"103",219,307,114.2006369,91,170,8,96.49418605,83,2017-07-19,9.47,1.81,"LC08_L1TP_033033_20170719_20170728_01_T1",93,5241028,361055,38.94336,-105.54245,2610.8,361055,"hu12_63216",4,18,51,1,11,97,62.91302797,50,0,0,22.22590251,6,0,0,0,0,14,0,0,1,1,0.2,2,46,182,1017,"c(-105.480537, 38.907982)",20.4609375,"nldas_x155_y111",17366,0.696289063,"127819642",20.0473958333333,19.83203125
"104",340,335,201,59,229,7,148,123,2013-07-16,1.72,19,"LE07_L1TP_033033_20130716_20160910_01_T1",93,5241028,361055,38.94336,-105.54245,2610.8,361055,"hu12_63216",4,18,51,1,11,97,62.91302797,50,0,0,22.22590251,6,0,0,0,0,14,0,0,1,1,0.2,2,46,182,1017,"c(-105.480537, 38.907982)",19.765625,"nldas_x155_y111",15902,3.225585938,"127819642",19.6697916666667,20.126953125
"105",457,501,564,19,437,7,482,413,2014-08-04,2.71,21,"LE07_L1TP_033033_20140804_20160904_01_T1",96,127819344,361290,38.98612,-105.64314,2649,361290,"hu12_63215",3,18,51,1,13,133,68.91584259,40,0,0,105.8006981,6,0,0,0,0,1,0,0,0,1,0.2,2,46,180,1092,"c(-105.622767, 38.972848)",18.390625,"nldas_x154_y111",16286,0.053710938,"127819344",18.9213541666667,18.3955078125
"106",234,216,123,11,173,7,78,54,2015-07-22,3.21,12,"LE07_L1TP_033033_20150722_20160902_01_T1",96,127819344,361290,38.98612,-105.64314,2649,361290,"hu12_63215",3,18,51,1,13,133,68.91584259,40,0,0,105.8006981,6,0,0,0,0,1,0,0,0,1,0.2,2,46,180,1092,"c(-105.622767, 38.972848)",18.7109375,"nldas_x154_y111",16638,-0.014648438,"127819344",18.5901041666667,18.6953125
"107",160,207,44,72,102,8,38,32,2017-07-19,2.13,1.81,"LC08_L1TP_033033_20170719_20170728_01_T1",96,127819344,361290,38.98612,-105.64314,2649,361290,"hu12_63215",3,18,51,1,13,133,68.91584259,40,0,0,105.8006981,6,0,0,0,0,1,0,0,0,1,0.2,2,46,180,1092,"c(-105.622767, 38.972848)",20.3359375,"nldas_x154_y111",17366,0.4296875,"127819344",19.8755208333333,19.6650390625
"108",233,217,162,2,174,7,79,123,2013-07-16,0.71,19,"LE07_L1TP_033033_20130716_20160910_01_T1",96,127819344,361290,38.98612,-105.64314,2649,361290,"hu12_63215",3,18,51,1,13,133,68.91584259,40,0,0,105.8006981,6,0,0,0,0,1,0,0,0,1,0.2,2,46,180,1092,"c(-105.622767, 38.972848)",19.859375,"nldas_x154_y111",15902,2.6484375,"127819344",19.36875,20.0458984375
"109",262,250,131,7,156,7,49,54,2016-07-08,1.5,5,"LE07_L1TP_033033_20160708_20160901_01_T1",97,127819344,361290,38.98612,-105.64314,2649,361290,"hu12_63215",3,18,51,1,13,133,68.91584259,40,0,0,105.8006981,6,0,0,0,0,1,0,0,0,1,0.2,2,46,180,1092,"c(-105.641, 38.9831)",18.5390625,"nldas_x154_y111",16990,1.875976563,"127819344",18.1489583333333,18.30078125
"110",217,248,61,67,158,8,45,47,2015-06-28,3.7,26.54,"LC08_L1TP_033033_20150628_20170301_01_T1",93,190075,361291,39.19536,-105.28458,2086.6,361291,"hu12_63252",7,9,65,1,27,49,61.76452049,26,0,0,0.000215,8,0,0,0,0,8,0,0,0,0,0.2,3,106,171,743,"c(-105.272577, 39.208408)",18.6484375,"nldas_x157_y113",16614,-0.921875,"120030962",17.8989583333333,18.6162109375
"111",282,281,245,47,213,7,150,122,2016-07-08,1.1,5,"LE07_L1TP_033033_20160708_20160901_01_T1",94,190075,361291,39.19536,-105.28458,2086.6,361291,"hu12_63252",7,9,65,1,27,49,61.76452049,26,0,0,0.000215,8,0,0,0,0,8,0,0,0,0,0.2,3,106,171,743,"c(-105.2739, 39.20905)",20.1953125,"nldas_x157_y113",16990,2.702148438,"120030962",19.9442708333333,19.9482421875
"112",146,253,115,36,216,8,155,148,2015-05-11,2.37,30.14,"LC08_L1TP_033033_20150511_20170301_01_T1",83,5239276,361322,39.22889,-105.61155,2701.9,361322,"hu12_63224",3,19,53,1,11,83,73,5,0,0,0.035147692,6,0,0,0,2,17,0,0,1,2,0.2,5,46,183,817,"c(-105.605745, 39.222615)",3.671875,"nldas_x155_y113",16566,0.528320313,"127818604",3.8203125,4.9423828125
"113",184,246,97,36,158,8,87,77,2016-08-17,3.16,42.97,"LC08_L1TP_033033_20160817_20170221_01_T1",83,5239276,361322,39.22889,-105.61155,2701.9,361322,"hu12_63224",3,19,53,1,11,83,73,5,0,0,0.035147692,6,0,0,0,2,17,0,0,1,2,0.2,5,46,183,817,"c(-105.605745, 39.222615)",16.15625,"nldas_x155_y113",17030,0.470703125,"127818604",16.7072916666667,16.49609375
"114",253,254,198,59,205,7,145,121,2016-07-08,3.7,5,"LE07_L1TP_033033_20160708_20160901_01_T1",83,5239276,361322,39.22889,-105.61155,2701.9,361322,"hu12_63224",3,19,53,1,11,83,73,5,0,0,0.035147692,6,0,0,0,2,17,0,0,1,2,0.2,5,46,183,817,"c(-105.607124, 39.22267)",16.8359375,"nldas_x155_y113",16990,1.645507813,"127818604",16.7192708333333,16.5458984375
"115",196,216,244,37,135,7,137,118,2016-07-08,0.8,5,"LE07_L1TP_033033_20160708_20160901_01_T1",95,190013,361394,39.44924,-105.06564,1803.6,361394,"hu12_63271",9,38,18,1,7,117,54.50093985,1,0,0,0.059631772,0,0,0,0,2,3,0,0,0,0,0.2,4,106,183,668,"c(-105.1272, 39.43223)",21.515625,"nldas_x159_y115",16990,2.951171875,"117819465",21.2708333333333,21.3759765625
"116",324,457,193,137,293,5,39,22,2001-08-24,5,1,"LT05_L1TP_033033_20010824_20160917_01_T1",97,188031,361058,39.55037,-105.06654,1656.2,361058,"hu12_63271",10,13,61,1,20,151,54.29242633,19,0.028561908,0,113.8443892,7,2,1,0,0,0,0,0,1,7,0.2,3,106,164,1109,"c(-105.061640634432, 39.5513881564511)",22.8046875,"nldas_x159_y116",11558,-0.59765625,"117822739",22.625,22.7314453125
"117",518,578,458.9859238,114,440,7,370,319,2000-07-12,6.61,29,"LE07_L1TP_033033_20000712_20161002_01_T1",98,188031,361058,39.55037,-105.06654,1656.2,361058,"hu12_63271",10,13,61,1,20,151,54.29242633,19,0.028561908,0,113.8443892,7,2,1,0,0,0,0,0,1,7,0.2,3,106,164,1109,"c(-105.065240720274, 39.5553881329774)",22.75,"nldas_x159_y116",11150,2.665039063,"117822739",22.2088541666667,22.7451171875
"118",336,422,286.5202429,126,287,7,197,154,2000-09-14,10.605,0,"LE07_L1TP_033033_20000914_20161002_01_T1",98,188031,361058,39.55037,-105.06654,1656.2,361058,"hu12_63271",10,13,61,1,20,151,54.29242633,19,0.028561908,0,113.8443892,7,2,1,0,0,0,0,0,1,7,0.2,3,106,164,1109,"c(-105.065240720274, 39.5553881329774)",20.8359375,"nldas_x159_y116",11214,1.37109375,"117822739",21.44375,20.794921875
"119",296,318,168,87,226,7,84,56,2015-07-22,2.96,12,"LE07_L1TP_033033_20150722_20160902_01_T1",97,188031,361058,39.55037,-105.06654,1656.2,361058,"hu12_63271",10,13,61,1,20,151,54.29242633,19,0.028561908,0,113.8443892,7,2,1,0,0,0,0,0,1,7,0.2,3,106,164,1109,"c(-105.06315, 39.556947)",23.2890625,"nldas_x159_y116",16638,0.654296875,"117822739",22.6494791666667,22.9453125
"120",325,478,106,87,324,8,74,65,2016-10-04,12.35,0.65,"LC08_L1TP_033033_20161004_20170220_01_T1",97,188031,361058,39.55037,-105.06654,1656.2,361058,"hu12_63271",10,13,61,1,20,151,54.29242633,19,0.028561908,0,113.8443892,7,2,1,0,0,0,0,0,1,7,0.2,3,106,164,1109,"c(-105.06315, 39.556947)",17.15625,"nldas_x159_y116",17078,-0.899414063,"117822739",19.2072916666667,19.048828125
"121",489,518,304,41,411,7,180,158,2013-06-30,3.2,53,"LE07_L1TP_033033_20130630_20160907_01_T1",97,188031,361058,39.55037,-105.06654,1656.2,361058,"hu12_63271",10,13,61,1,20,151,54.29242633,19,0.028561908,0,113.8443892,7,2,1,0,0,0,0,0,1,7,0.2,3,106,164,1109,"c(-105.06315, 39.556947)",22.2578125,"nldas_x159_y116",15886,-1.739257813,"117822739",20.2734375,21.1298828125
